GEO_ID,S1903_C03_001E
1400000US13121006802,14375
1400000US13121006900,73429
1400000US13121007001,29528
1400000US13121007002,45451
1400000US13121007100,25489
1400000US13121007200,27083
1400000US13121007300,32044
1400000US13121007400,19740
1400000US13121007500,26205
1400000US13121007602,32500
1400000US13121007603,13456
1400000US13121007604,21863
1400000US13121007703,44452
1400000US13121007704,35814
1400000US13121007705,25906
1400000US13121007706,45101
1400000US13121007802,51388
1400000US13121007805,31174
1400000US13121007806,41529
1400000US13121007807,24398
1400000US13121007808,12485
1400000US13121007900,61125
1400000US13121008000,43854
1400000US13121008101,44878
1400000US13121008102,27119
1400000US13121008201,38080
1400000US13121008202,27093
1400000US13121008301,25060
1400000US13121008302,28318
1400000US13121008400,24183
1400000US13121008500,24890
1400000US13121008601,22696
1400000US13121008602,37708
1400000US13121008700,33732
1400000US13121008800,103385
1400000US13121008902,72432
1400000US13121008903,75978
1400000US13121008904,85517
1400000US13121009000,111146
1400000US13121009101,79489
1400000US13121009102,59444
1400000US13121009200,71482
1400000US13121009300,106128
1400000US13121009402,75088
1400000US13121009403,63269
1400000US13121009404,81004
1400000US13121009501,185521
1400000US13121009502,86053
1400000US13121009601,107386
1400000US13121009602,102778
1400000US13121009603,83243
1400000US13121009700,208750
1400000US13121009801,125375
1400000US13121009802,165583
1400000US13121009900,152500
1400000US13121010001,108197
1400000US13121010002,146182
1400000US13121010106,81952
1400000US13121010107,203636
1400000US13121010108,126711
1400000US13121010110,73727
1400000US13121010113,61583
1400000US13121010114,72450
1400000US13121010115,127688
1400000US13121010117,60731
1400000US13121010118,55023
1400000US13121010119,56402
1400000US13121010120,77500
1400000US13121010121,90451
1400000US13121010122,90586
1400000US13121010123,77969
1400000US13121010204,171875
1400000US13121010205,103828
1400000US13121010206,192375
1400000US13121010208,72022
1400000US13121010209,61575
1400000US13121010210,82212
1400000US13121010211,142750
1400000US13121010212,67350
1400000US13121010301,75636
1400000US13121010303,71457
1400000US13121010304,80641
1400000US13121010400,50980
1400000US13121010507,43986
1400000US13121010508,59474
1400000US13121010510,48051
1400000US13121010511,56719
1400000US13121010512,40215
1400000US13121010513,48344
1400000US13121010514,66144
1400000US13121010515,55883
1400000US13121010516,59783
1400000US13121010601,34508
1400000US13121010603,34830
1400000US13121010604,36044
1400000US13121010800,44881
1400000US13121011000,23546
1400000US13121011100,60333
1400000US13121011201,35670
1400000US13121011202,44614
1400000US13121011301,50893
1400000US13121011303,45942
1400000US13121011305,36707
1400000US13121011306,33587
1400000US13121011405,85081
1400000US13121011410,117157
1400000US13121011411,85114
1400000US13121011412,91222
1400000US13121011414,80389
1400000US13121011416,109417
1400000US13121011417,96635
1400000US13121011418,160820
1400000US13121011419,124358
1400000US13121011420,48988
1400000US13121011421,50326
1400000US13121011422,70833
1400000US13121011423,128085
1400000US13121011424,95410
1400000US13121011425,162672
1400000US13121011426,126375
1400000US13121011427,126452
1400000US13121011503,168750
1400000US13121011504,236149
1400000US13121011505,166938
1400000US13121011506,165266
1400000US13121011610,114464
1400000US13121011611,68620
1400000US13121011612,150901
1400000US13121011613,110066
1400000US13121011614,74184
1400000US13121011615,161263
1400000US13121011616,104176
1400000US13121011617,144125
1400000US13121011618,122857
1400000US13121011619,93750
1400000US13121011620,141513
1400000US13121011621,157692
1400000US13121011622,149583
1400000US13121011623,121389
1400000US13121011624,196016
1400000US13121011625,122361
1400000US13121011626,102699
1400000US13121011800,30972
1400000US13121011900,25699
1400000US13121012000,27188
1400000US13121012300,52188
1400000US13121980000,-
1400000US13123080100,49132
1400000US13123080200,56893
1400000US13123080300,52083
1400000US13123080400,48292
1400000US13123080500,54824
1400000US13125010100,45000
1400000US13127000101,64659
1400000US13127000102,76212
1400000US13127000200,93393
1400000US13127000300,104861
1400000US13127000401,52991
1400000US13127000403,70500
1400000US13127000404,60291
1400000US13127000501,27283
1400000US13127000503,42222
1400000US13127000504,47361
1400000US13127000600,41932
1400000US13127000700,29905
1400000US13127000800,25756
1400000US13127000900,32120
1400000US13127001000,64918
1400000US13127990000,-
1400000US13129970100,50972
1400000US13129970200,46739
1400000US13129970300,36536
1400000US13129970400,42475
1400000US13129970500,38568
1400000US13129970600,35393
1400000US13129970700,49315
1400000US13129970800,62212
1400000US13129970900,56020
1400000US13131950100,50250
1400000US13131950200,46853
1400000US13131950300,40000
1400000US13131950400,31570
1400000US13131950500,46632
1400000US13131950600,46410
1400000US13133950100,38000
1400000US13133950200,32193
1400000US13133950301,126250
1400000US13133950302,78929
1400000US13133950303,38133
1400000US13133950400,31719
1400000US13133950500,56167
1400000US13135050103,80772
1400000US13135050105,53785
1400000US13135050106,66351
1400000US13135050107,102874
1400000US13135050108,129112
1400000US13135050109,70771
1400000US13135050205,67652
1400000US13135050208,65292
1400000US13135050209,53272
1400000US13135050210,78525
1400000US13135050211,44870
1400000US13135050212,139097
1400000US13135050213,113591
1400000US13135050214,92990
1400000US13135050215,64306
1400000US13135050216,83193
1400000US13135050217,91451
1400000US13135050218,68529
1400000US13135050219,67188
1400000US13135050220,57845
1400000US13135050304,43917
1400000US13135050306,47011
1400000US13135050308,151875
1400000US13135050309,108786
1400000US13135050310,70102
1400000US13135050311,104302
1400000US13135050313,51794
1400000US13135050314,49054
1400000US13135050315,53693
1400000US13135050317,41711
1400000US13135050318,47321
1400000US13135050319,43355
1400000US13135050320,42500
1400000US13135050321,143875
1400000US13135050322,151364
1400000US13135050410,53415
1400000US13135050415,75036
1400000US13135050416,67833
1400000US13135050417,35882
1400000US13135050418,37970
1400000US13135050419,51930
1400000US13135050421,50511
1400000US13135050422,39133
1400000US13135050423,58067
1400000US13135050424,47539
1400000US13135050425,102500
1400000US13135050426,80320
1400000US13135050427,84151
1400000US13135050428,94792
1400000US13135050429,104697
1400000US13135050430,72937
1400000US13135050431,45816
1400000US13135050432,61027
1400000US13135050433,46675
1400000US13135050434,47747
1400000US13135050435,55438
1400000US13135050436,47200
1400000US13135050511,65399
1400000US13135050520,41512
1400000US13135050521,58897
1400000US13135050522,34704
1400000US13135050523,60363
1400000US13135050524,53594
1400000US13135050525,89475
1400000US13135050526,41696
1400000US13135050527,88662
1400000US13135050528,103423
1400000US13135050529,67361
1400000US13135050530,95072
1400000US13135050531,62075
1400000US13135050532,67769
1400000US13135050533,57518
1400000US13135050534,69268
1400000US13135050535,60948
1400000US13135050536,57426
1400000US13135050537,42513
1400000US13135050538,85862
1400000US13135050539,45729
1400000US13135050540,70506
1400000US13135050541,40551
1400000US13135050542,52640
1400000US13135050543,66901
1400000US13135050544,85293
1400000US13135050545,65249
1400000US13135050546,75927
1400000US13135050547,77736
1400000US13135050548,85682
1400000US13135050549,80490
1400000US13135050605,84466
1400000US13135050606,90338
1400000US13135050607,95308
1400000US13135050608,90029
1400000US13135050609,98038
1400000US13135050610,118623
1400000US13135050709,64571
1400000US13135050712,98886
1400000US13135050713,106287
1400000US13135050714,89444
1400000US13135050715,79971
1400000US13135050718,97043
1400000US13135050719,53875
1400000US13135050720,70899
1400000US13135050721,75042
1400000US13135050722,64496
1400000US13135050723,86563
1400000US13135050724,86588
1400000US13135050725,67525
1400000US13135050726,69422
1400000US13135050727,99072
1400000US13135050728,94167
1400000US13135050729,64152
1400000US13135050730,70779
1400000US13135050731,65704
1400000US13137000100,49000
1400000US13137000201,50176
1400000US13137000202,60083
1400000US13137000300,49440
1400000US13137000400,61613
1400000US13137000500,49551
1400000US13137000601,48250
1400000US13137000602,40693
1400000US13139000101,48328
1400000US13139000102,61860
1400000US13139000201,58043
1400000US13139000203,61220
1400000US13139000204,81071
1400000US13139000302,65909
1400000US13139000303,83000
1400000US13139000304,71163
1400000US13139000305,62083
1400000US13139000400,70443
1400000US13139000500,69355
1400000US13139000600,46883
1400000US13139000701,50144
1400000US13139000702,59907
1400000US13139000800,21788
1400000US13139000900,60159
1400000US13139001002,66639
1400000US13139001003,33030
1400000US13139001004,52891
1400000US13139001101,31851
1400000US13139001102,48641
1400000US13139001201,52912
1400000US13139001202,47905
1400000US13139001301,61576
1400000US13139001302,83654
1400000US13139001402,68723
1400000US13139001403,60321
1400000US13139001404,59129
1400000US13139001501,69375
1400000US13139001502,75195
1400000US13139001603,87770
1400000US13139001604,99088
1400000US13139001605,117950
1400000US13139001606,61202
1400000US13139001607,74769
1400000US13139001608,93283
1400000US13141480300,43708
1400000US13141480400,29624
1400000US13143010100,56071
1400000US13143010200,49091
1400000US13143010301,48239
1400000US13143010302,52609
1400000US13143010400,45023
1400000US13145120198,57813
1400000US13145120200,52906
1400000US13145120300,88830
1400000US13145120401,98152
1400000US13145120402,81300
1400000US13147960100,53073
1400000US13147960200,55781
1400000US13147960300,42866
1400000US13147960400,37385
1400000US13147960500,40926
1400000US13149970100,39952
1400000US13149970200,55609
1400000US13149970300,61154
1400000US13151070104,67665
1400000US13151070106,58134
1400000US13151070107,69966
1400000US13151070108,67159
1400000US13151070109,70174
1400000US13151070110,82901
1400000US13151070111,52259
1400000US13151070113,47566
1400000US13151070114,48986
1400000US13151070202,102759
1400000US13151070203,104632
1400000US13151070204,88135
1400000US13151070205,72316
1400000US13151070304,48983
1400000US13151070305,94963
1400000US13151070306,71927
1400000US13151070307,78520
1400000US13151070309,96082
1400000US13151070310,92083
1400000US13151070311,48146
1400000US13151070402,79688
1400000US13151070403,62479
1400000US13151070404,64528
1400000US13151070501,63170
1400000US13151070502,77692
1400000US13153020105,48689
1400000US13153020106,73049
1400000US13153020108,51823
1400000US13153020109,66423
1400000US13153020200,36737
1400000US13153020300,24491
1400000US13153020400,15922
1400000US13153020600,64479
1400000US13153020700,29241
1400000US13153020800,60156
1400000US13153020900,52351
1400000US13153021000,40783
1400000US13153021103,95254
1400000US13153021104,55694
1400000US13153021105,48969
1400000US13153021107,73582
1400000US13153021108,83415
1400000US13153021113,92344
1400000US13153021201,92423
1400000US13153021202,52361
1400000US13153021300,47105
1400000US13153021400,65545
1400000US13153021500,72396
1400000US13155950100,39590
1400000US13155950200,34583
1400000US13157010101,74776
1400000US13157010102,82371
1400000US13157010103,85176
1400000US13157010200,48750
1400000US13157010300,45950
1400000US13157010400,54353
1400000US13157010500,51017
1400000US13157010600,67978
1400000US13157010701,57417
1400000US13157010702,61854
1400000US13157010703,89028
1400000US13159010100,56250
1400000US13159010200,54138
1400000US13159010500,47908
1400000US13161960100,34868
1400000US13161960200,37370
1400000US13161960300,40741
1400000US13163960100,36895
1400000US13163960200,46250
1400000US13163960300,26623
1400000US13163960400,33110
1400000US13165960100,26072
1400000US13165960200,37315
1400000US13167960100,44961
1400000US13167960200,37756
1400000US13167960300,53224
1400000US13169030101,66667
1400000US13169030103,70313
1400000US13169030104,42519
1400000US13169030200,48938
1400000US13169030301,55966
1400000US13169030302,60878
1400000US13171970100,56344
1400000US13171970200,44536
1400000US13171970300,33507
1400000US13173950100,36484
1400000US13173950200,41532
1400000US13175950100,38364
1400000US13175950201,50930
1400000US13175950202,62977
1400000US13175950300,41597
1400000US13175950400,27019
1400000US13175950500,32165
1400000US13175950600,56522
1400000US13175950700,38519
1400000US13175950800,38465
1400000US13175950900,18299
1400000US13175951000,34949
1400000US13175951100,35165
1400000US13175951400,39414
1400000US13177020100,57699
1400000US13177020200,43782
1400000US13177020300,57938
1400000US13177020402,69792
1400000US13177020403,103323
1400000US13179010101,40318
1400000US13179010102,62661
1400000US13179010103,41831
1400000US13179010202,43125
1400000US13179010204,36967
1400000US13179010205,63111
1400000US13179010206,51818
1400000US13179010207,48731
1400000US13179010208,50746
1400000US13179010300,49112
1400000US13179010400,46259
1400000US13179010501,54563
1400000US13179010502,52201
1400000US13179010600,42383
1400000US13179990000,-
1400000US13181970100,37188
1400000US13181970200,40779
1400000US13183970100,59286
1400000US13183970200,53081
1400000US13183980000,-
1400000US13185010101,46383
1400000US13185010102,56672
1400000US13185010103,75750
1400000US13185010201,76843
1400000US13185010202,78792
1400000US13185010301,57776
1400000US13185010302,71607
1400000US13185010401,43750
1400000US13185010402,35526
1400000US13185010500,26532
1400000US13185010601,31747
1400000US13185010604,56810
1400000US13185010700,56563
1400000US13185010800,18867
1400000US13185010900,28967
1400000US13185011000,17313
1400000US13185011100,31500
1400000US13185011200,38038
1400000US13185011301,16834
1400000US13185011302,21915
1400000US13185011401,62292
1400000US13185011402,28508
1400000US13185011403,34455
1400000US13185011500,51250
1400000US13185011600,49931
1400000US13187960101,57070
1400000US13187960102,68537
1400000US13187960201,51202
1400000US13187960202,35881
1400000US13189950100,62404
1400000US13189950200,35625
1400000US13189950300,31901
1400000US13189950400,44192
1400000US13189950500,45503
1400000US13191110100,76842
1400000US13191110200,46296
1400000US13191110300,44688
1400000US13191980000,-
1400000US13191990000,-
1400000US13193000100,22394
1400000US13193000200,37308
1400000US13193000300,30903
1400000US13193000400,36356
1400000US13195020100,44242
1400000US13195020200,57765
1400000US13195020300,41910
1400000US13195020400,65750
1400000US13195020500,54530
1400000US13195020600,55170
1400000US13197920100,49951
1400000US13197920200,41222
1400000US13199970500,36139
1400000US13199970600,37976
1400000US13199970700,42500
1400000US13199970800,33457
1400000US13201950100,38221
1400000US13201950200,40368
1400000US13201950300,51824
1400000US13205090100,48659
1400000US13205090200,30984
1400000US13205090300,22182
1400000US13205090400,38195
1400000US13205090500,41654
1400000US13207050101,53453
1400000US13207050102,35417
1400000US13207050200,38309
1400000US13207050301,63281
1400000US13207050302,85298
1400000US13209950100,60208
1400000US13209950200,36197
1400000US13209950300,44875
1400000US13211010100,58750
1400000US13211010200,55179
1400000US13211010300,66514
1400000US13211010400,74500
1400000US13211010500,71645
1400000US13213010100,45672
1400000US13213010201,56458
1400000US13213010202,58029
1400000US13213010300,38042
1400000US13213010400,44606
1400000US13213010500,54167
1400000US13213010600,50436
1400000US13213010700,36992
1400000US13215000200,51957
1400000US13215000300,25104
1400000US13215000400,47292
1400000US13215000800,31853
1400000US13215000900,45164
1400000US13215001000,62500
1400000US13215001100,76631
1400000US13215001200,51481
1400000US13215001400,17578
1400000US13215001600,17367
1400000US13215001800,18250
1400000US13215002000,29042
1400000US13215002100,40093
1400000US13215002200,28074
1400000US13215002300,33482
1400000US13215002400,14521
1400000US13215002500,9300
1400000US13215002700,17903
1400000US13215002800,21223
1400000US13215002901,29583
1400000US13215002902,25750
1400000US13215003000,16982
1400000US13215003200,20671
1400000US13215003301,28571
1400000US13215003302,21860
1400000US13215003400,19070
1400000US13215010104,57738
1400000US13215010106,55625
1400000US13215010107,90316
1400000US13215010201,82686
1400000US13215010203,76391
1400000US13215010204,63681
1400000US13215010205,58349
1400000US13215010301,127609
1400000US13215010302,86532
1400000US13215010401,66743
1400000US13215010402,52788
1400000US13215010501,42209
1400000US13215010502,38653
1400000US13215010602,42201
1400000US13215010605,41900
1400000US13215010606,-
1400000US13215010607,38304
1400000US13215010608,41284
1400000US13215010701,40928
1400000US13215010702,42850
1400000US13215010703,37696
1400000US13215010801,62326
1400000US13215010802,60610
1400000US13215011100,33306
1400000US13215011200,34932
1400000US13215011400,27056
1400000US13215011500,32114
1400000US13217100100,69006
1400000US13217100201,69564
1400000US13217100202,97578
1400000US13217100300,52823
1400000US13217100400,49836
1400000US13217100501,60797
1400000US13217100502,55722
1400000US13217100600,43031
1400000US13217100700,39555
1400000US13217100800,55948
1400000US13217100901,58675
1400000US13217100902,52837
1400000US13217100903,46080
1400000US13219030100,89539
1400000US13219030200,81803
1400000US13219030300,100268
1400000US13219030400,92090
1400000US13219030500,86250
1400000US13219030600,94740
1400000US13221960100,43500
1400000US13221960201,47722
1400000US13221960202,41740
1400000US13221960300,66250
1400000US13223120101,101836
1400000US13223120102,76960
1400000US13223120103,87904
1400000US13223120104,81048
1400000US13223120202,53491
1400000US13223120203,78553
1400000US13223120204,74471
1400000US13223120301,48170
1400000US13223120302,44804
1400000US13223120303,59952
1400000US13223120400,56865
1400000US13223120501,65884
1400000US13223120502,64742
1400000US13223120503,67969
1400000US13223120601,64943
1400000US13223120602,89539
1400000US13223120603,67690
1400000US13223120604,81944
1400000US13223120605,74086
1400000US13225040101,77162
1400000US13225040102,54257
1400000US13225040200,34044
1400000US13225040301,51584
1400000US13225040302,19754
1400000US13225040400,29497
1400000US13227050100,94013
1400000US13227050200,57325
1400000US13227050300,58438
1400000US13227050400,64662
1400000US13227050500,59545
1400000US13227050600,64706
1400000US13229960100,50045
1400000US13229960200,52969
1400000US13229960300,37813
1400000US13229960400,39945
1400000US13231010100,63788
1400000US13231010200,71250
1400000US13231010300,63973
1400000US13231010400,63226
1400000US13233010100,43882
1400000US13233010200,53193
1400000US13233010300,37149
1400000US13233010400,39986
1400000US13233010500,44541
1400000US13233010600,50667
1400000US13233010700,49911
1400000US13235950100,47500
1400000US13235950200,46890
1400000US13235950300,37885
1400000US13237960101,51950
1400000US13237960102,68750
1400000US13237960201,38542
1400000US13237960202,38148
1400000US13237960300,62483
1400000US13239960300,26667
1400000US13241970100,43775
1400000US13241970201,41597
1400000US13241970202,37050
1400000US13241970301,48173
1400000US13241970302,41071
1400000US13243790100,35234
1400000US13243790200,31467
1400000US13245000100,48650
1400000US13245000200,19984
1400000US13245000300,23516
1400000US13245000600,19350
1400000US13245000700,23125
1400000US13245000900,23778
1400000US13245001000,44118
1400000US13245001100,90764
1400000US13245001200,34115
1400000US13245001300,42917
1400000US13245001400,27321
1400000US13245001500,17772
1400000US13245001601,18007
1400000US13245001602,78396
1400000US13245010101,56387
1400000US13245010104,51088
1400000US13245010105,55637
1400000US13245010106,52825
1400000US13245010107,49858
1400000US13245010201,94635
1400000US13245010203,46219
1400000US13245010204,60100
1400000US13245010300,25172
1400000US13245010400,16667
1400000US13245010504,37660
1400000US13245010506,24311
1400000US13245010507,35039
1400000US13245010508,31909
1400000US13245010509,40856
1400000US13245010510,38263
1400000US13245010511,27681
1400000US13245010512,38409
1400000US13245010513,53313
1400000US13245010600,25213
1400000US13245010706,46071
1400000US13245010707,52639
1400000US13245010708,40938
1400000US13245010709,60260
1400000US13245010710,36704
1400000US13245010711,55521
1400000US13245010712,56726
1400000US13245010800,52422
1400000US13245010903,61975
1400000US13245010904,43534
1400000US13245010905,37478
1400000US13245010906,59155
1400000US13245011000,15162
1400000US13247060101,67048
1400000US13247060102,64428
1400000US13247060201,38269
1400000US13247060202,74189
1400000US13247060304,45486
1400000US13247060305,50156
1400000US13247060306,75955
1400000US13247060307,65995
1400000US13247060308,50530
1400000US13247060309,39056
1400000US13247060403,69306
1400000US13247060404,66244
1400000US13247060405,77429
1400000US13247060406,76657
1400000US13247060407,70987
1400000US13249960100,33500
1400000US13249960200,58030
1400000US13251970200,45650
1400000US13251970300,40677
1400000US13251970400,35512
1400000US13251970500,38705
1400000US13251970600,58800
1400000US13253200100,34071
1400000US13253200200,29538
1400000US13253200300,44679
1400000US13255160100,44548
1400000US13255160200,69110
1400000US13255160300,22868
1400000US13255160400,28935
1400000US13255160500,49003
1400000US13255160600,54977
1400000US13255160700,45487
1400000US13255160800,30131
1400000US13255160900,34333
1400000US13255161000,57296
1400000US13255161100,60938
1400000US13255161200,50233
1400000US13257970100,55273
1400000US13257970200,64329
1400000US13257970301,26616
1400000US13257970302,35420
1400000US13257970400,45139
1400000US13259950100,29468
1400000US13259950400,30833
1400000US13261950100,42532
1400000US13261950200,48952
1400000US13261950300,34067
1400000US13261950400,37545
1400000US13261950500,49286
1400000US13261950600,26922
1400000US13261950700,29675
1400000US13261950800,49112
1400000US13263960100,36964
1400000US13263960200,40041
1400000US13263960300,37188
1400000US13265010200,37446
1400000US13267950100,39063
1400000US13267950201,35762
1400000US13267950202,35833
1400000US13267950300,44038
1400000US13267950400,52153
1400000US13269950100,37047
1400000US13269950200,35199
1400000US13269950300,29057
1400000US13271950100,30288
1400000US13271950200,55714
1400000US13271950500,31738
1400000US13273120200,40438
1400000US13273120300,27582
1400000US13273120400,33664
1400000US13273120500,50529
1400000US13275960100,35391
1400000US13275960200,47699
1400000US13275960300,41406
1400000US13275960400,43088
1400000US13275960500,53000
1400000US13275960600,40000
1400000US13275960700,30000
1400000US13275960800,37862
1400000US13275960900,48185
1400000US13275961000,58810
1400000US13275961100,41767
1400000US13277960100,73005
1400000US13277960200,53894
1400000US13277960300,51833
1400000US13277960400,41836
1400000US13277960500,70197
1400000US13277960600,32754
1400000US13277960700,30781
1400000US13277960800,36750
1400000US13277960900,40190
1400000US13279970100,29974
1400000US13279970200,35891
1400000US13279970300,58385
1400000US13279970400,38470
1400000US13279970500,30938
1400000US13279970600,47429
1400000US13281960100,42380
1400000US13281960200,51289
1400000US13281960300,48777
1400000US13283960100,28347
1400000US13283960200,33750
1400000US13285960100,43370
1400000US13285960201,70613
1400000US13285960202,69211
1400000US13285960300,72292
1400000US13285960400,36595
1400000US13285960501,40448
1400000US13285960502,47232
1400000US13285960600,32105
1400000US13285960700,48929
1400000US13285960800,21152
1400000US13285960901,29060
1400000US13285960902,62880
1400000US13285961000,39618
1400000US13285961100,65144
1400000US13287970200,35952
1400000US13287970300,41577
1400000US13289060100,33868
1400000US13289060200,35821
1400000US13291000101,44278
1400000US13291000102,52422
1400000US13291000201,55110
1400000US13291000203,49865
1400000US13291000204,49118
1400000US13291000205,53103
1400000US13293010100,49605
1400000US13293010201,31476
1400000US13293010202,47500
1400000US13293010300,44623
1400000US13293010400,36538
1400000US13293010500,30085
1400000US13293010600,40406
1400000US13295020100,38100
1400000US13295020200,32804
1400000US13295020301,38875
1400000US13295020302,41194
1400000US13295020400,80491
1400000US13295020501,60383
1400000US13295020502,53326
1400000US13295020601,64796
1400000US13295020602,46389
1400000US13295020700,32381
1400000US13295020800,48646
1400000US13295020901,53516
1400000US13295020902,56908
1400000US13297110100,76528
1400000US13297110200,57036
1400000US13297110300,34928
1400000US13297110400,38934
1400000US13297110503,83704
1400000US13297110504,65000
1400000US13297110505,74803
1400000US13297110506,84405
1400000US13297110507,71205
1400000US13297110508,69730
1400000US13297110601,76173
1400000US13297110602,75815
1400000US13297110603,55620
1400000US13297110700,51042
1400000US13297110800,57397
1400000US13299950100,51023
1400000US13299950200,49969
1400000US13299950300,29304
1400000US13299950400,16836
1400000US13299950500,44459
1400000US13299950600,48663
1400000US13299950700,24364
1400000US13299950800,29491
1400000US13299950900,31800
1400000US13301970400,31392
1400000US13301970500,42153
1400000US13303950100,52045
1400000US13303950300,35824
1400000US13303950400,36880
1400000US13303950500,41339
1400000US13303950700,37000
1400000US13305970100,50500
1400000US13305970200,41276
1400000US13305970300,39091
1400000US13305970400,51000
1400000US13305970500,48266
1400000US13305970600,51250
1400000US13307960100,45266
1400000US13307960200,35236
1400000US13309780100,29770
1400000US13309780200,30709
1400000US13311950100,59265
1400000US13311950201,43843
1400000US13311950202,53750
1400000US13311950203,55950
1400000US13311950300,57096
1400000US13313000101,56466
1400000US13313000102,60046
1400000US13313000200,44076
1400000US13313000301,44853
1400000US13313000302,52575
1400000US13313000400,39538
1400000US13313000501,63125
1400000US13313000502,35058
1400000US13313000600,59231
1400000US13313000700,49917
1400000US13313000800,53036
1400000US13313000900,64093
1400000US13313001000,42533
1400000US13313001100,38083
1400000US13313001200,43678
1400000US13313001300,35507
1400000US13313001400,59659
1400000US13313001500,54724
1400000US13315960100,31513
1400000US13315960200,37594
1400000US13315960300,54375
1400000US13315960400,36169
1400000US13317010101,36174
1400000US13317010102,41176
1400000US13317010301,47400
1400000US13317010302,32024
1400000US13319960200,50885
1400000US13319960300,36157
1400000US13319960400,31801
1400000US13321950100,47125
1400000US13321950200,45455
1400000US13321950400,41532
1400000US13321950500,44297
1400000US13321950600,54896